path,role
results/tables/Table_4_03.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/tables/Table_4_04.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/tables/Table_4_05.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/tables/Table_4_06.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/tables/Table_4_07.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/tables/Table_4_08.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/tables/Table_4_09.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/tables/Table_4_12.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/tables/Table_4_13.csv,Retained v366 repository artefact; version-named files preserve historical provenance
results/tables/Table_4_14.csv,Retained v366 repository artefact; version-named files preserve historical provenance
tools/finalize_v366_repository.py,Retained v366 repository artefact; version-named files preserve historical provenance
verification/RUN_MANIFEST.json,Retained v366 repository artefact; version-named files preserve historical provenance
verification/VERIFY_report.txt,Retained v366 repository artefact; version-named files preserve historical provenance
verification/k6_binary_identity.txt,Retained v366 repository artefact; version-named files preserve historical provenance
verification/platform_configuration_truth.csv,Retained v366 repository artefact; version-named files preserve historical provenance
verification/scenario_script_truth.csv,Retained v366 repository artefact; version-named files preserve historical provenance
verification/v330_candidate_status.md,Retained v366 repository artefact; version-named files preserve historical provenance
verification/verification_summary.md,Retained v366 repository artefact; version-named files preserve historical provenance
verification/verify_v330_repository_state.py,Retained v366 repository artefact; version-named files preserve historical provenance
verification/verify_v366_repository_closure.py,Retained v366 repository artefact; version-named files preserve historical provenance
verification/verify_v367_release.py,"v367 current authority, correction implementation or regenerated output"
