platform,second,p95_ms,rps
Nginx,1249,118.8,5.0
Nginx,1250,115.6,5.0
Nginx,1251,119.5,5.0
Nginx,1252,119.2,5.0
Nginx,1253,117.9,5.0
Nginx,1254,110.3,5.0
Nginx,1255,120.6,5.0
Nginx,1256,123.2,5.0
Nginx,1257,116.3,5.0
Nginx,1258,119.5,5.0
Nginx,1259,117.6,5.0
Nginx,1260,122.9,5.0
Nginx,1261,113.6,5.0
Nginx,1262,122.5,5.0
Nginx,1263,123.9,5.0
Nginx,1264,117.1,5.0
Nginx,1265,116.6,5.0
Nginx,1266,120.0,5.0
Nginx,1267,112.2,5.0
Nginx,1268,120.8,5.0
Nginx,1269,116.1,5.0
Nginx,1270,122.1,5.0
Nginx,1271,123.5,5.0
Nginx,1272,122.0,5.0
Nginx,1273,119.1,5.0
Nginx,1274,115.9,5.0
Nginx,1275,114.5,5.0
Nginx,1276,120.0,5.0
Nginx,1277,114.7,5.0
Nginx,1278,118.6,5.0
Nginx,1279,115.7,5.0
Nginx,1280,118.1,5.0
Nginx,1281,117.5,5.0
Nginx,1282,129.9,5.0
Nginx,1283,122.6,5.0
Nginx,1284,116.2,5.0
Nginx,1285,112.8,5.0
Nginx,1286,118.4,5.0
Nginx,1287,110.6,5.0
Nginx,1288,120.5,5.0
Nginx,1289,122.9,5.0
Nginx,1290,122.0,5.0
Nginx,1291,114.5,5.0
Nginx,1292,119.6,5.0
Nginx,1293,118.8,5.0
Nginx,1294,117.0,5.0
Nginx,1295,121.7,5.0
Nginx,1296,117.3,5.0
Nginx,1297,118.4,5.0
Nginx,1298,131.3,5.0
Nginx,1299,112.7,5.0
Nginx,1300,116.9,5.0
Nginx,1301,121.4,5.0
Nginx,1302,115.2,5.0
Nginx,1303,122.1,5.0
Nginx,1304,119.5,5.0
Nginx,1305,115.8,5.0
Nginx,1306,123.0,5.0
Nginx,1307,116.5,5.0
Nginx,1308,120.7,5.0
Nginx,1309,116.3,5.0
Nginx,1310,118.5,5.0
Nginx,1311,114.9,5.0
Nginx,1312,119.1,5.0
Nginx,1313,123.4,5.0
Nginx,1314,115.7,5.0
Nginx,1315,116.8,5.0
Nginx,1316,126.6,5.0
Nginx,1317,117.6,5.0
Nginx,1318,123.0,5.0
Nginx,1319,114.0,5.0
Nginx,1320,119.9,5.0
Nginx,1321,118.5,5.0
Nginx,1322,128.0,5.0
Nginx,1323,126.1,5.0
Nginx,1324,121.6,5.0
Nginx,1325,119.2,5.0
Nginx,1326,122.9,5.0
Nginx,1327,117.9,5.0
Nginx,1328,120.9,5.0
Nginx,1329,129.6,5.0
Nginx,1330,115.1,5.0
Nginx,1331,131.8,5.0
Nginx,1332,124.2,5.0
Nginx,1333,123.5,5.0
Nginx,1334,124.1,5.0
Nginx,1335,121.0,5.0
Nginx,1336,131.8,5.0
Nginx,1337,117.5,5.0
Nginx,1338,116.0,5.0
Nginx,1339,118.7,5.0
Nginx,1340,125.1,5.0
Nginx,1341,114.8,5.0
Nginx,1342,118.0,5.0
Nginx,1343,116.9,5.0
Nginx,1344,123.2,5.0
Nginx,1345,117.3,5.0
Nginx,1346,115.8,5.0
Nginx,1347,121.2,5.0
Nginx,1348,115.3,5.0
Nginx,1349,114.4,5.0
Nginx,1350,116.0,5.0
Nginx,1351,123.5,5.0
Nginx,1352,120.6,5.0
Nginx,1353,118.7,5.0
Nginx,1354,118.0,5.0
Nginx,1355,116.2,5.0
Nginx,1356,119.0,5.0
Nginx,1357,115.2,5.0
Nginx,1358,117.7,5.0
Nginx,1359,115.5,5.0
Nginx,1360,115.9,5.0
Nginx,1361,115.0,5.0
Nginx,1362,121.4,5.0
Nginx,1363,119.2,5.0
Nginx,1364,123.1,5.0
Nginx,1365,117.2,5.0
Nginx,1366,115.8,5.0
Nginx,1367,113.0,5.0
Nginx,1368,119.1,5.0
Nginx,1369,111.7,5.0
Nginx,1370,118.2,5.0
Nginx,1371,119.2,5.0
Nginx,1372,118.1,5.0
Nginx,1373,121.6,5.0
Nginx,1374,115.3,5.0
Nginx,1375,117.3,5.0
Nginx,1376,114.3,5.0
Nginx,1377,113.1,5.0
Nginx,1378,118.1,5.0
Nginx,1379,118.1,5.0
Nginx,1380,111.9,5.0
Nginx,1381,111.0,5.0
Nginx,1382,114.6,5.0
Nginx,1383,119.5,5.0
Nginx,1384,126.0,5.0
Nginx,1385,124.7,5.0
Nginx,1386,115.1,5.0
Nginx,1387,129.8,5.0
Nginx,1388,119.9,5.0
Nginx,1389,130.7,5.0
Nginx,1390,126.8,5.0
Nginx,1391,122.8,5.0
Nginx,1392,122.0,5.0
Nginx,1393,118.2,5.0
Nginx,1394,121.0,5.0
Nginx,1395,123.7,5.0
Nginx,1396,126.0,5.0
Nginx,1397,118.7,5.0
Nginx,1398,112.7,5.0
Nginx,1399,120.6,5.0
Nginx,1400,121.5,5.0
Nginx,1401,119.6,5.0
Nginx,1402,118.7,5.0
Nginx,1403,115.5,5.0
Nginx,1404,122.9,5.0
Nginx,1405,114.4,5.0
Nginx,1406,119.2,5.0
Nginx,1407,124.2,5.0
Nginx,1408,120.7,5.0
Nginx,1409,110.1,5.0
Nginx,1410,116.1,5.0
Nginx,1411,120.0,5.0
Nginx,1412,123.2,5.0
Nginx,1413,122.9,5.0
Nginx,1414,119.4,5.0
Nginx,1415,110.5,5.0
Nginx,1416,118.6,5.0
Nginx,1417,117.4,5.0
Nginx,1418,116.8,5.0
Nginx,1419,120.0,5.0
Nginx,1420,116.6,5.0
Nginx,1421,119.4,5.0
Nginx,1422,117.7,5.0
Nginx,1423,120.3,5.0
Nginx,1424,117.5,5.0
Nginx,1425,121.5,5.0
Nginx,1426,120.8,5.0
Nginx,1427,118.4,5.0
Nginx,1428,115.9,5.0
Nginx,1429,115.7,5.0
Nginx,1430,112.9,5.0
Nginx,1431,123.0,5.0
Nginx,1432,116.0,5.0
Nginx,1433,118.6,5.0
Nginx,1434,116.9,5.0
Nginx,1435,116.8,5.0
Nginx,1436,117.2,5.0
Nginx,1437,119.4,5.0
Nginx,1438,116.1,5.0
Nginx,1439,120.1,5.0
Nginx,1440,125.3,5.0
Nginx,1441,119.6,5.0
Nginx,1442,113.2,5.0
Nginx,1443,116.9,5.0
Nginx,1444,121.1,5.0
Nginx,1445,115.1,5.0
Nginx,1446,113.6,5.0
Nginx,1447,122.8,5.0
Nginx,1448,121.2,5.0
Nginx,1449,117.7,5.0
Nginx,1450,121.0,5.0
Nginx,1451,121.0,5.0
Nginx,1452,118.4,5.0
Nginx,1453,120.8,5.0
Nginx,1454,120.8,5.0
Nginx,1455,122.2,5.0
Nginx,1456,123.6,5.0
Nginx,1457,121.6,5.0
Nginx,1458,123.7,5.0
Nginx,1459,114.9,5.0
Nginx,1460,118.5,5.0
Nginx,1461,119.4,5.0
Nginx,1462,120.4,5.0
Nginx,1463,122.2,5.0
Nginx,1464,123.4,5.0
Nginx,1465,120.0,5.0
Nginx,1466,120.8,5.0
Nginx,1467,113.9,5.0
Nginx,1468,116.2,5.0
Nginx,1469,121.4,5.0
Nginx,1470,118.9,5.0
Nginx,1471,121.9,5.0
Nginx,1472,121.6,5.0
Nginx,1473,118.8,5.0
Nginx,1474,118.4,5.0
Nginx,1475,116.5,5.0
Nginx,1476,116.6,5.0
Nginx,1477,119.3,5.0
Nginx,1478,122.0,5.0
Nginx,1479,118.3,5.0
Nginx,1480,115.3,5.0
Nginx,1481,119.6,5.0
Nginx,1482,113.4,5.0
Nginx,1483,121.4,5.0
Nginx,1484,130.7,5.0
Nginx,1485,116.5,5.0
Nginx,1486,119.5,5.0
Nginx,1487,126.7,5.0
Nginx,1488,118.7,5.0
Nginx,1489,116.5,5.0
Nginx,1490,125.6,5.0
Nginx,1491,122.2,5.0
Nginx,1492,119.5,5.0
Nginx,1493,119.7,5.0
Nginx,1494,129.4,5.0
Nginx,1495,116.1,5.0
Nginx,1496,121.8,5.0
Nginx,1497,118.4,5.0
Nginx,1498,117.9,5.0
Nginx,1499,131.7,5.0
Nginx,1500,123.3,5.0
Nginx,1501,119.2,5.0
Nginx,1502,117.7,5.0
Nginx,1503,120.2,5.0
Nginx,1504,119.9,5.0
Nginx,1505,125.3,5.0
Nginx,1506,117.7,5.0
Nginx,1507,120.1,5.0
Nginx,1508,117.7,5.0
Nginx,1509,123.5,5.0
Nginx,1510,124.0,5.0
Nginx,1511,124.2,5.0
Nginx,1512,123.6,5.0
Nginx,1513,120.9,5.0
Nginx,1514,118.5,5.0
Nginx,1515,121.7,5.0
Nginx,1516,128.4,5.0
Nginx,1517,123.2,5.0
Nginx,1518,125.1,5.0
Nginx,1519,122.1,5.0
Nginx,1520,124.0,5.0
Nginx,1521,123.1,5.0
Nginx,1522,126.3,5.0
Nginx,1523,123.1,5.0
Nginx,1524,123.7,5.0
Nginx,1525,118.4,5.0
Nginx,1526,121.8,5.0
Nginx,1527,120.4,5.0
Nginx,1528,116.2,5.0
Nginx,1529,122.4,5.0
Nginx,1530,127.1,5.0
Nginx,1531,121.3,5.0
Nginx,1532,120.3,5.0
Nginx,1533,119.3,5.0
Nginx,1534,119.3,5.0
Nginx,1535,116.7,5.0
Nginx,1536,122.1,5.0
Nginx,1537,120.1,5.0
Nginx,1538,123.1,5.0
Nginx,1539,120.7,5.0
Nginx,1540,121.1,5.0
Nginx,1541,117.8,5.0
Nginx,1542,122.3,5.0
Nginx,1543,119.4,5.0
Nginx,1544,130.8,5.0
Nginx,1545,118.2,5.0
Nginx,1546,124.6,5.0
Nginx,1547,119.4,5.0
Nginx,1548,121.6,5.0
Nginx,1549,118.4,5.0
Nginx,1550,127.4,5.0
Nginx,1551,119.1,5.0
Nginx,1552,115.3,5.0
Nginx,1553,121.6,5.0
Nginx,1554,122.9,5.0
Nginx,1555,117.6,5.0
Nginx,1556,128.7,5.0
Nginx,1557,120.4,5.0
Nginx,1558,120.6,5.0
Nginx,1559,117.3,5.0
Nginx,1560,121.1,5.0
Nginx,1561,115.4,5.0
Nginx,1562,120.3,5.0
Nginx,1563,116.9,5.0
Nginx,1564,127.0,5.0
Nginx,1565,122.6,5.0
Nginx,1566,125.5,5.0
Nginx,1567,122.0,5.0
Nginx,1568,114.7,5.0
Nginx,1569,121.2,5.0
Nginx,1570,126.5,5.0
Nginx,1571,119.4,5.0
Nginx,1572,119.1,5.0
Nginx,1573,118.7,5.0
Nginx,1574,122.2,5.0
Nginx,1575,126.6,5.0
Nginx,1576,120.5,5.0
Nginx,1577,125.9,5.0
Nginx,1578,132.6,5.0
Nginx,1579,120.0,5.0
Nginx,1580,124.6,5.0
Nginx,1581,119.3,5.0
Nginx,1582,124.9,5.0
Nginx,1583,122.7,5.0
Nginx,1584,126.4,5.0
Nginx,1585,118.9,5.0
Nginx,1586,114.3,5.0
Nginx,1587,125.5,5.0
Nginx,1588,120.5,5.0
Nginx,1589,122.6,5.0
Nginx,1590,120.5,5.0
Nginx,1591,119.7,5.0
Nginx,1592,114.7,5.0
Nginx,1593,117.7,5.0
Nginx,1594,122.0,5.0
Nginx,1595,111.8,5.0
Nginx,1596,120.4,5.0
Nginx,1597,115.0,5.0
Nginx,1598,118.6,5.0
Nginx,1599,128.7,5.0
Nginx,1600,124.1,5.0
Nginx,1601,119.3,5.0
Nginx,1602,115.8,5.0
Nginx,1603,116.9,5.0
Nginx,1604,125.5,5.0
Nginx,1605,130.6,5.0
Nginx,1606,120.8,5.0
Nginx,1607,122.6,5.0
Nginx,1608,117.3,5.0
Nginx,1609,119.7,5.0
Nginx,1610,118.8,5.0
Nginx,1611,130.8,5.0
Nginx,1612,121.5,5.0
Nginx,1613,119.6,5.0
Nginx,1614,118.4,5.0
Nginx,1615,117.5,5.0
Nginx,1616,120.3,5.0
Nginx,1617,124.3,5.0
Nginx,1618,119.7,5.0
Nginx,1619,119.8,5.0
Nginx,1620,125.2,5.0
Nginx,1621,115.6,5.0
Nginx,1622,118.8,5.0
Nginx,1623,112.0,5.0
Nginx,1624,129.8,5.0
Nginx,1625,122.7,5.0
Nginx,1626,126.2,5.0
Nginx,1627,122.0,5.0
Nginx,1628,118.7,5.0
Nginx,1629,114.1,5.0
Nginx,1630,121.3,5.0
Nginx,1631,117.4,5.0
Nginx,1632,121.6,5.0
Nginx,1633,117.3,5.0
Nginx,1634,122.9,5.0
Nginx,1635,118.7,5.0
Nginx,1636,126.0,5.0
Nginx,1637,122.2,5.0
Nginx,1638,124.4,5.0
Nginx,1639,122.4,5.0
Nginx,1640,132.5,5.0
Nginx,1641,114.3,5.0
Nginx,1642,126.2,5.0
Nginx,1643,120.9,5.0
Nginx,1644,126.2,5.0
Nginx,1645,121.6,5.0
Nginx,1646,116.8,5.0
Nginx,1647,119.1,5.0
Nginx,1648,112.7,5.0
Nginx,1649,124.3,5.0
Nginx,1650,121.7,5.0
Nginx,1651,120.0,5.0
Nginx,1652,116.9,5.0
Nginx,1653,116.9,5.0
Nginx,1654,119.9,5.0
Nginx,1655,115.2,5.0
Nginx,1656,122.2,5.0
Nginx,1657,121.0,5.0
Nginx,1658,120.1,5.0
Nginx,1659,118.8,5.0
Nginx,1660,120.7,5.0
Nginx,1661,115.4,5.0
Nginx,1662,120.2,5.0
Nginx,1663,119.4,5.0
Nginx,1664,125.2,5.0
Nginx,1665,119.1,5.0
Nginx,1666,124.4,5.0
Nginx,1667,122.4,5.0
Nginx,1668,122.6,5.0
Nginx,1669,116.3,5.0
Nginx,1670,122.3,5.0
Nginx,1671,119.8,5.0
Nginx,1672,119.0,5.0
Nginx,1673,122.4,5.0
Nginx,1674,123.4,5.0
Nginx,1675,113.5,5.0
Nginx,1676,125.7,5.0
Nginx,1677,117.8,5.0
Nginx,1678,119.3,5.0
Nginx,1679,118.3,5.0
Nginx,1680,120.0,5.0
Nginx,1681,121.4,5.0
Nginx,1682,113.5,5.0
Nginx,1683,116.9,5.0
Nginx,1684,124.8,5.0
Nginx,1685,123.2,5.0
Nginx,1686,129.2,5.0
Nginx,1687,117.5,5.0
Nginx,1688,119.0,5.0
Nginx,1689,115.0,5.0
Nginx,1690,125.8,5.0
Nginx,1691,115.4,5.0
Nginx,1692,124.3,5.0
Nginx,1693,116.4,5.0
Nginx,1694,126.0,5.0
Nginx,1695,117.5,5.0
Nginx,1696,133.0,5.0
Nginx,1697,120.8,5.0
Nginx,1698,123.5,5.0
Nginx,1699,125.9,5.0
Nginx,1700,133.1,5.0
Nginx,1701,121.4,5.0
Nginx,1702,132.6,5.0
Nginx,1703,121.8,5.0
Nginx,1704,123.3,5.0
Nginx,1705,120.4,5.0
Nginx,1706,121.4,5.0
Nginx,1707,116.5,5.0
Nginx,1708,120.3,5.0
Nginx,1709,123.0,5.0
Nginx,1710,122.2,5.0
Nginx,1711,115.7,5.0
Nginx,1712,119.3,5.0
Nginx,1713,123.9,5.0
Nginx,1714,119.0,5.0
Nginx,1715,116.0,5.0
Nginx,1716,124.1,5.0
Nginx,1717,118.5,5.0
Nginx,1718,118.0,5.0
Nginx,1719,119.2,5.0
Nginx,1720,121.4,5.0
Nginx,1721,117.1,5.0
Nginx,1722,117.9,5.0
Nginx,1723,119.3,5.0
Nginx,1724,121.6,5.0
Nginx,1725,115.6,5.0
Nginx,1726,119.8,5.0
Nginx,1727,115.1,5.0
Nginx,1728,115.3,5.0
Nginx,1729,116.1,5.0
Nginx,1730,117.2,5.0
Nginx,1731,116.8,5.0
Nginx,1732,117.1,5.0
Nginx,1733,123.4,5.0
Nginx,1734,120.9,5.0
Nginx,1735,118.4,5.0
Nginx,1736,127.1,5.0
Nginx,1737,116.7,5.0
Nginx,1738,124.3,5.0
Nginx,1739,123.7,5.0
Nginx,1740,120.5,5.0
Nginx,1741,119.7,5.0
Nginx,1742,119.8,5.0
Nginx,1743,113.1,5.0
Nginx,1744,126.1,5.0
Nginx,1745,123.0,5.0
Nginx,1746,116.2,5.0
Nginx,1747,121.0,5.0
Nginx,1748,114.4,5.0
Nginx,1749,117.1,5.0
Nginx,1750,121.0,5.0
Nginx,1751,118.4,5.0
Nginx,1752,125.9,5.0
Nginx,1753,122.5,5.0
Nginx,1754,128.6,5.0
Nginx,1755,116.1,5.0
Nginx,1756,125.2,5.0
Nginx,1757,117.2,5.0
Nginx,1758,125.3,5.0
Nginx,1759,120.1,5.0
Nginx,1760,131.9,5.0
Nginx,1761,118.1,5.0
Nginx,1762,126.7,5.0
Nginx,1763,122.8,5.0
Nginx,1764,127.3,5.0
Nginx,1765,121.0,5.0
Nginx,1766,123.9,5.0
Nginx,1767,119.7,5.0
Nginx,1768,111.3,5.0
Nginx,1769,115.8,5.0
Nginx,1770,117.6,5.0
Nginx,1771,117.3,5.0
Nginx,1772,116.0,5.0
Nginx,1773,120.0,5.0
Nginx,1774,117.8,5.0
Nginx,1775,117.1,5.0
Nginx,1776,117.6,5.0
Nginx,1777,122.9,5.0
Nginx,1778,117.9,5.0
Nginx,1779,122.6,5.0
Nginx,1780,125.1,5.0
Nginx,1781,118.6,5.0
Nginx,1782,116.3,5.0
Nginx,1783,114.0,5.0
Nginx,1784,122.5,5.0
Nginx,1785,121.1,5.0
Nginx,1786,122.9,5.0
Nginx,1787,121.4,5.0
Nginx,1788,131.8,5.0
Nginx,1789,116.2,5.0
Nginx,1790,119.0,5.0
Nginx,1791,119.0,5.0
Nginx,1792,118.2,5.0
Nginx,1793,115.2,5.0
Nginx,1794,121.6,5.0
Nginx,1795,125.3,5.0
Nginx,1796,128.5,5.0
Nginx,1797,121.1,5.0
Nginx,1798,117.7,5.0
Nginx,1799,114.8,5.0
Nginx,1800,114.7,2.0
Nginx,384,124.8,40.0
Nginx,385,119.8,40.0
Nginx,390,117.6,40.0
Nginx,391,117.1,40.0
Nginx,392,122.8,40.0
Nginx,393,118.2,40.0
Nginx,402,126.4,40.0
Nginx,403,120.1,40.0
Nginx,404,124.5,40.0
Nginx,407,120.9,40.0
Nginx,408,119.6,40.0
Nginx,409,122.6,40.0
Nginx,410,122.4,40.0
Nginx,412,122.0,40.0
Nginx,420,125.6,40.0
Nginx,422,121.7,40.0
Nginx,425,123.9,40.0
Nginx,428,119.2,40.0
Django,0,133.9,3.0
Django,1,136.4,5.0
Django,2,136.4,5.0
Django,3,129.9,5.0
Django,4,124.2,5.0
Django,5,133.3,5.0
Django,6,126.1,5.0
Django,7,132.4,5.0
Django,8,126.4,5.0
Django,9,118.8,5.0
Django,10,123.5,5.0
Django,11,127.0,5.0
Django,12,127.4,5.0
Django,13,123.5,5.0
Django,14,130.7,5.0
Django,15,123.5,5.0
Django,16,129.6,5.0
Django,17,122.3,5.0
Django,18,124.3,5.0
Django,19,136.1,5.0
Django,20,126.4,5.0
Django,21,128.3,5.0
Django,22,125.9,5.0
Django,23,131.6,5.0
Django,24,122.7,5.0
Django,25,121.1,5.0
Django,26,126.7,5.0
Django,27,132.7,5.0
Django,28,129.9,5.0
Django,29,120.5,5.0
Django,30,124.2,5.0
Django,31,124.9,5.0
Django,32,123.0,5.0
Django,33,130.5,5.0
Django,34,119.8,5.0
Django,35,122.8,5.0
Django,36,122.6,5.0
Django,37,133.8,5.0
Django,38,126.6,5.0
Django,39,129.7,5.0
Django,40,131.6,5.0
Django,41,127.6,5.0
Django,42,131.2,5.0
Django,43,125.1,5.0
Django,44,127.6,5.0
Django,45,133.0,5.0
Django,46,137.0,5.0
Django,47,123.1,5.0
Django,48,122.7,5.0
Django,49,120.5,5.0
Django,50,131.5,5.0
Django,51,124.8,5.0
Django,52,127.8,5.0
Django,53,124.9,5.0
Django,54,122.1,5.0
Django,55,120.2,5.0
Django,56,124.2,5.0
Django,57,123.4,5.0
Django,58,120.4,5.0
Django,59,120.4,5.0
Django,60,120.8,5.0
Django,61,121.3,5.0
Django,62,134.9,5.0
Django,63,129.1,5.0
Django,64,125.9,5.0
Django,65,121.9,5.0
Django,66,128.3,5.0
Django,67,117.1,5.0
Django,68,127.3,5.0
Django,69,117.8,5.0
Django,70,125.9,5.0
Django,71,127.3,5.0
Django,72,126.9,5.0
Django,73,123.1,5.0
Django,74,124.0,5.0
Django,75,121.0,5.0
Django,76,124.9,5.0
Django,77,124.8,5.0
Django,78,132.8,5.0
Django,79,124.4,5.0
Django,80,125.9,5.0
Django,81,125.1,5.0
Django,82,123.8,5.0
Django,83,121.4,5.0
Django,84,122.1,5.0
Django,85,128.5,5.0
Django,86,122.2,5.0
Django,87,130.6,5.0
Django,88,128.8,5.0
Django,89,131.5,5.0
Django,90,124.3,5.0
Django,91,134.7,5.0
Django,92,131.2,5.0
Django,93,138.6,5.0
Django,94,131.3,5.0
Django,95,130.9,5.0
Django,96,118.8,5.0
Django,97,131.9,5.0
Django,98,125.7,5.0
Django,99,124.7,5.0
Django,100,118.4,5.0
Django,101,120.6,5.0
Django,102,134.0,5.0
Django,103,129.2,5.0
Django,104,129.4,5.0
Django,105,125.9,5.0
Django,106,125.6,5.0
Django,107,125.7,5.0
Django,108,124.1,5.0
Django,109,119.9,5.0
Django,110,122.8,5.0
Django,111,122.6,5.0
Django,112,115.5,5.0
Django,113,123.6,5.0
Django,114,125.1,5.0
Django,115,122.1,5.0
Django,116,124.9,5.0
Django,117,132.1,5.0
Django,118,130.3,5.0
Django,119,122.6,5.0
Django,120,120.6,5.0
Django,121,125.5,5.0
Django,122,121.0,5.0
Django,123,137.9,5.0
Django,124,129.8,5.0
Django,125,130.6,5.0
Django,126,116.5,5.0
Django,127,119.7,5.0
Django,128,119.3,5.0
Django,129,127.0,5.0
Django,130,120.9,5.0
Django,131,118.0,5.0
Django,132,121.4,5.0
Django,133,124.8,5.0
Django,134,136.9,5.0
Django,135,127.1,5.0
Django,136,128.6,5.0
Django,137,126.0,5.0
Django,138,120.2,5.0
Django,139,127.4,5.0
Django,140,120.9,5.0
Django,141,123.1,5.0
Django,142,125.6,5.0
Django,143,132.0,5.0
Django,144,120.0,5.0
Django,145,125.9,5.0
Django,146,129.5,5.0
Django,147,130.0,5.0
Django,148,127.4,5.0
Django,149,121.2,5.0
Django,150,120.2,5.0
Django,151,119.3,5.0
Django,152,134.6,5.0
Django,153,127.2,5.0
Django,154,122.1,5.0
Django,155,123.2,5.0
Django,156,130.2,5.0
Django,157,129.0,5.0
Django,158,121.0,5.0
Django,159,121.1,5.0
Django,160,132.0,5.0
Django,161,123.5,5.0
Django,162,123.5,5.0
Django,163,127.1,5.0
Django,164,117.8,5.0
Django,165,126.0,5.0
Django,166,132.5,5.0
Django,167,126.7,5.0
Django,168,129.6,5.0
Django,169,116.7,5.0
Django,170,119.7,5.0
Django,171,126.1,5.0
Django,172,123.9,5.0
Django,173,129.4,5.0
Django,174,125.6,5.0
Django,175,127.7,5.0
Django,176,128.8,5.0
Django,177,116.8,5.0
Django,178,129.3,5.0
Django,179,127.0,5.0
Django,180,121.5,5.0
Django,181,132.2,5.0
Django,182,122.7,5.0
Django,183,129.0,5.0
Django,184,134.0,5.0
Django,185,123.3,5.0
Django,186,128.3,5.0
Django,187,126.2,5.0
Django,188,121.5,5.0
Django,189,126.4,5.0
Django,190,127.6,5.0
Django,191,120.4,5.0
Django,192,125.6,5.0
Django,193,123.5,5.0
Django,194,122.6,5.0
Django,195,128.6,5.0
Django,196,126.8,5.0
Django,197,122.9,5.0
Django,198,121.3,5.0
Django,199,128.7,5.0
Django,200,117.4,5.0
Django,201,125.2,5.0
Django,202,133.3,5.0
Django,203,122.8,5.0
Django,204,134.4,5.0
Django,205,136.0,5.0
Django,206,125.5,5.0
Django,207,132.8,5.0
Django,208,132.1,5.0
Django,209,126.9,5.0
Django,210,121.2,5.0
Django,211,130.6,5.0
Django,212,124.9,5.0
Django,213,131.6,5.0
Django,214,123.2,5.0
Django,215,126.7,5.0
Django,216,126.7,5.0
Django,217,121.7,5.0
Django,218,130.0,5.0
Django,219,126.9,5.0
Django,220,123.5,5.0
Django,221,121.5,5.0
Django,222,118.3,5.0
Django,223,131.8,5.0
Django,224,122.1,5.0
Django,225,123.2,5.0
Django,226,126.9,5.0
Django,227,131.1,5.0
Django,228,127.7,5.0
Django,229,120.2,5.0
Django,230,122.2,5.0
Django,231,126.9,5.0
Django,232,129.6,5.0
Django,233,130.4,5.0
Django,234,118.9,5.0
Django,235,123.4,5.0
Django,236,126.2,5.0
Django,237,124.9,5.0
Django,238,120.9,5.0
Django,239,129.9,5.0
Django,240,125.4,5.0
Django,241,130.0,5.0
Django,242,128.5,5.0
Django,243,128.4,5.0
Django,244,128.7,5.0
Django,245,130.0,5.0
Django,246,124.3,5.0
Django,247,118.8,5.0
Django,248,118.2,5.0
Django,249,122.3,5.0
Django,250,121.3,5.0
Django,251,121.4,5.0
Django,252,125.5,5.0
Django,253,125.3,5.0
Django,254,126.9,5.0
Django,255,123.4,5.0
Django,256,120.5,5.0
Django,257,121.8,5.0
Django,258,127.4,5.0
Django,259,119.9,5.0
Django,260,123.5,5.0
Django,261,120.7,5.0
Django,262,121.0,5.0
Django,263,125.2,5.0
Django,264,128.8,5.0
Django,265,117.8,5.0
Django,266,122.1,5.0
Django,267,121.3,5.0
Django,268,120.7,5.0
Django,269,117.9,5.0
Django,270,117.3,5.0
Django,271,122.5,5.0
Django,272,124.1,5.0
Django,273,123.4,5.0
Django,274,114.5,5.0
Django,275,121.8,5.0
Django,276,132.0,5.0
Django,277,120.4,5.0
Django,278,118.3,5.0
Django,279,121.6,5.0
Django,280,121.5,5.0
Django,281,126.2,5.0
Django,282,127.4,5.0
Django,283,122.9,5.0
Django,284,127.5,5.0
Django,285,126.8,5.0
Django,286,130.9,5.0
Django,287,126.0,5.0
Django,288,116.2,5.0
Django,289,130.6,5.0
Django,290,125.6,5.0
Django,291,122.9,5.0
Django,292,135.0,5.0
Django,293,121.3,5.0
Django,294,117.9,5.0
Django,295,130.0,5.0
Django,296,124.4,5.0
Django,297,126.5,5.0
Django,298,121.1,5.0
Django,299,125.6,5.0
Django,300,121.5,5.0
Django,301,128.7,6.0
Django,302,125.8,6.0
Django,303,179.6,7.0
Django,304,251.2,8.0
Django,305,133.7,8.0
Django,306,130.8,8.0
Django,307,123.4,9.0
Django,308,127.9,10.0
Django,309,122.4,10.0
Django,310,133.3,11.0
Django,311,128.0,11.5
Django,312,125.9,12.0
Django,313,130.7,12.5
Django,314,131.9,13.0
Django,315,130.8,14.0
Django,316,124.3,14.0
Django,317,127.1,15.0
Django,318,121.2,15.0
Django,319,128.2,16.0
Django,320,124.5,16.5
Django,321,125.9,18.0
Django,322,124.5,18.0
Django,323,126.9,19.0
Django,324,124.1,19.0
Django,325,129.5,20.0
Django,326,127.1,20.0
Django,327,129.0,21.0
Django,328,131.7,21.0
Django,329,131.3,22.0
Django,330,126.6,23.0
Django,331,125.1,23.0
Django,332,130.8,23.5
Django,333,130.4,24.5
Django,334,130.1,25.0
Django,335,130.8,25.5
Django,336,131.0,26.5
Django,337,131.1,26.5
Django,338,130.2,27.5
Django,339,127.9,28.0
Django,340,134.3,28.0
Django,341,130.1,29.0
Django,342,130.0,30.0
Django,343,126.4,29.5
Django,344,130.4,31.5
Django,345,127.9,31.0
Django,346,133.2,32.0
Django,347,132.3,32.0
Django,348,135.1,33.0
Django,349,128.6,34.0
Django,350,141.2,34.0
Django,351,133.1,35.0
Django,352,142.9,35.0
Django,353,132.7,36.0
Django,354,148.5,36.0
Django,355,133.2,37.5
Django,356,132.7,36.5
Django,357,147.9,38.0
Django,358,130.6,39.0
Django,359,131.9,40.0
Django,360,132.1,40.0
Django,361,134.4,39.0
Django,362,131.2,40.0
Django,363,135.3,40.0
Django,364,133.5,40.0
Django,365,137.9,40.0
Django,366,142.1,40.0
Django,367,139.7,40.0
Django,368,138.9,39.5
Django,369,137.5,40.0
Django,370,137.4,39.5
Django,371,154.7,40.0
Django,372,143.1,39.5
Django,373,137.0,40.5
Django,374,131.9,39.5
